#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
    9755;  9763;02 05 31.58;+76 06 54.4; 5.22; 0.954
    9828;  9836;02 06 33.91;+22 38 54.3; 5.03; 0.121
    9876;  9884;02 07 10.29;+23 27 46.0; 2.01; 1.151
    9969;  9977;02 08 29.15;+37 51 33.1; 4.78; 0.120
    9982;  9990;02 08 40.58;+58 25 25.0; 5.66; 0.595
   10026; 10035;02 09 09.33;-43 30 59.3; 5.84; 1.197
   10045; 10053;02 09 25.29;+25 56 23.9; 4.98; 0.339
   10056; 10064;02 09 32.52;+34 59 14.6; 3.00; 0.140
   10148; 10155;02 10 37.54;+19 30 01.5; 5.68; 1.641
   10204; 10212;02 11 21.16;+08 34 12.3; 5.64; 0.569
   10207; 10215;02 11 22.24;-10 03 06.3; 6.00; 0.418
   10226; 10234;02 11 35.84;-01 49 31.3; 5.94; 0.967
   10272; 10280;02 12 22.32;+30 18 11.6; 4.94; 0.770
   10288; 10296;02 12 37.51;+24 10 04.1; 5.96; 1.366
   10297; 10305;02 12 47.32;-02 23 36.5; 5.65; 0.546
   10298; 10306;02 12 47.98;+21 12 39.5; 5.23; 0.457
   10312; 10320;02 12 54.46;-30 43 25.8; 5.27;-0.013
   10316; 10324;02 13 00.01;+08 50 48.3; 4.36; 0.878
   10318; 10326;02 13 00.95;-21 00 00.9; 5.86; 1.006
   10320; 10328;02 13 03.25;+15 16 47.7; 5.72; 1.551
   10332; 10340;02 13 13.34;+44 13 54.1; 4.84; 1.476
   10358; 10366;02 13 36.02;+51 03 58.4; 5.31; 0.926
   10410; 10418;02 14 14.50;-67 50 29.6; 5.57; 1.556
   10432; 10440;02 14 31.96;-41 10 00.1; 5.91; 0.965
   10505; 10513;02 15 28.56;-67 44 46.8; 5.67; 1.306
   10526; 10535;02 15 42.83;+25 02 35.7; 5.57; 0.520
   10533; 10540;02 15 45.94;+25 46 59.2; 5.79; 0.439
   10551; 10559;02 15 56.30;+33 21 32.3; 5.25;-0.004
   10594; 10602;02 16 30.50;-51 30 43.6; 3.56;-0.120
   10634; 10642;02 16 58.99;-06 25 18.7; 5.51; 0.962
   10636; 10644;02 17 02.42;+34 13 29.4; 4.84; 0.607
   10662; 10670;02 17 18.84;+33 50 50.4; 4.03; 0.019
   10710; 10718;02 17 59.82;+57 53 59.3; 5.75; 1.175
   10715; 10723;02 18 01.23;+01 45 24.8; 5.60; 0.588
   10721; 10729;02 18 04.60;+57 30 58.8; 5.99; 1.039
   10724; 10732;02 18 07.55;+19 54 04.2; 5.58; 0.011
   10784; 10793;02 18 56.99;+28 38 33.6; 5.29; 0.037
   10811; 10819;02 19 16.85;+47 22 48.0; 5.31; 0.006
   10863; 10871;02 19 54.25;-55 56 41.4; 5.81; 1.570
   10936; 10944;02 20 58.17;+50 09 05.5; 5.57;-0.089
   10993; 11001;02 21 45.02;-68 39 33.9; 4.08; 0.034
   11013; 11021;02 21 56.64;+00 23 44.5; 5.29; 1.648
   11021; 11029;02 22 01.44;-10 46 38.4; 5.43; 0.364
   11025; 11033;02 22 04.98;-17 39 43.3; 5.89; 1.231
   11038; 11046;02 22 12.41;-00 53 05.1; 5.42; 0.335
   11052; 11060;02 22 21.43;+55 50 44.4; 5.16; 0.369
   11064; 11072;02 22 32.42;-23 48 58.7; 5.19; 0.608
   11082; 11090;02 22 50.36;+41 23 47.5; 5.81; 0.289
   11087; 11095;02 22 52.47;-73 38 45.0; 5.99; 1.088
   11093; 11102;02 22 54.65;-51 05 32.2; 5.90; 0.213
   11211; 11220;02 24 24.89;+50 00 23.9; 5.19; 0.979
   11240; 11249;02 24 49.04;+10 36 38.2; 5.48;-0.098
   11249; 11258;02 24 53.99;-60 18 41.9; 5.36; 0.395
   11304; 11313;02 25 37.40;+50 16 43.2; 4.73; 1.532
   11336; 11345;02 25 57.01;-12 17 25.6; 4.88;-0.027
   11339; 11348;02 26 00.38;-15 20 28.0; 5.88; 0.116
   11372; 11381;02 26 35.16;-20 02 34.3; 5.89; 1.247
   11398; 11407;02 26 59.10;-47 42 13.8; 4.24;-0.136
   11423; 11432;02 27 27.79;+31 48 04.9; 5.55; 1.114
   11467; 11477;02 28 01.69;-33 48 39.8; 5.13; 0.089
   11475; 11484;02 28 09.52;+08 27 36.3; 4.30;-0.053
   11477; 11486;02 28 09.99;+29 40 10.3; 5.29; 0.311
   11539; 11548;02 28 48.54;+29 55 53.7; 5.89; 0.591
   11560; 11569;02 29 03.99;+67 24 08.6; 4.46; 0.153
   11661; 11670;02 30 32.31;+25 14 06.8; 5.88; 0.412
   11678; 11687;02 30 45.23;+00 15 21.2; 6.00; 0.168
   11729; 11738;02 31 30.08;+02 16 01.9; 5.27; 1.271
   11748; 11757;02 31 40.12;-79 06 33.3; 5.27; 0.981
   11753; 11767;02 31 47.08;+89 15 50.9; 1.97; 0.636
   11774; 11783;02 32 05.28;-15 14 39.6; 4.74; 0.454
   11775; 11784;02 32 06.14;+36 08 50.0; 5.15; 1.472
   11782; 11791;02 32 09.44;-01 02 05.3; 5.36; 1.004
   11831; 11840;02 32 52.66;+34 32 32.8; 5.84; 1.083
   11834; 11843;02 32 54.15;+15 02 04.1; 6.00; 0.572
   11858; 11867;02 33 07.04;-34 38 59.7; 5.91; 1.064
   11908; 11918;02 33 50.71;-28 13 56.4; 4.96;-0.050
   11991; 12002;02 34 42.59;-07 51 33.4; 5.74; 1.393
   12061; 12072;02 35 38.74;+37 18 44.2; 5.72; 1.389
   12075; 12086;02 35 46.80;+34 41 15.7; 5.38; 1.652
   12082; 12093;02 35 52.49;+05 35 35.9; 4.87; 0.880
   12096; 12107;02 36 00.07;-07 49 53.2; 5.53; 1.607
   12103; 12114;02 36 03.83;+06 53 00.1; 5.79; 0.918
   12111; 12122;02 36 09.28;-30 02 41.9; 5.74; 1.017
   12136; 12148;02 36 35.10;+07 43 48.3; 5.81; 1.040
   12142; 12153;02 36 37.75;+12 26 52.2; 5.64; 0.516
   12170; 12181;02 36 57.08;+38 44 02.3; 5.91; 0.502
   12175; 12186;02 36 58.62;-34 34 38.4; 5.78; 0.653
   12214; 12225;02 37 24.26;-52 32 35.1; 5.30; 0.289
   12228; 12239;02 37 36.01;+65 44 43.3; 5.80; 1.561
   12236; 12247;02 37 41.78;-03 23 45.8; 5.65; 1.021
   12262; 12273;02 38 02.09;+72 49 05.6; 5.17; 0.896
   12277; 12288;02 38 18.60;-30 11 38.0; 5.84; 0.476
   12321; 12332;02 38 49.00;+21 57 41.2; 5.45; 0.168
   12376; 12387;02 39 28.95;+00 19 42.7; 4.08;-0.212
   12378; 12390;02 39 33.73;-11 52 17.7; 4.83; 0.447
   12381; 12394;02 39 35.22;-68 16 01.0; 4.12;-0.061
   12402; 12413;02 39 47.92;-42 53 29.9; 4.74; 0.061
   12432; 12444;02 40 12.50;-09 27 09.7; 5.79; 0.524
   12472; 12484;02 40 39.58;-54 32 59.7; 5.21; 0.411
   12473; 12486;02 40 39.93;-39 51 19.1; 4.11; 1.006
   12477; 12489;02 40 41.03;+27 03 39.6; 5.30; 0.081
   12518; 12530;02 41 13.87;-00 41 43.3; 5.72; 0.511
   12550; 12562;02 41 34.13;-14 32 57.9; 5.98; 0.429
   12596; 12608;02 42 06.59;-38 23 01.4; 5.99; 0.917
   12611; 12623;02 42 14.93;+40 11 39.8; 4.91; 0.582
   12628; 12640;02 42 21.92;+20 00 41.7; 5.74;-0.017
   12641; 12653;02 42 33.16;-50 48 03.0; 5.40; 0.561
   12674; 12686;02 42 59.47;+53 31 34.3; 5.85; 1.125
   12680; 12692;02 43 02.80;+55 06 21.9; 5.76;-0.110
   12694; 12706;02 43 18.12;+03 14 10.2; 3.47; 0.093
   12707; 12719;02 43 27.11;+27 42 25.8; 4.65;-0.122
   12756; 12768;02 44 05.16;+44 17 49.4; 5.43; 0.904
   12758; 12770;02 44 07.35;-13 51 31.2; 4.24;-0.122
   12765; 12777;02 44 11.69;+49 13 43.2; 4.10; 0.514
   12791; 12803;02 44 32.97;+15 18 42.8; 5.78;-0.024
   12809; 12821;02 44 49.67;+67 49 29.0; 5.95; 0.136
   12816; 12828;02 44 56.37;+10 06 51.2; 4.27; 0.311
   12820; 12832;02 44 57.51;+12 26 45.5; 5.17; 0.234
   12831; 12843;02 45 05.98;-18 34 21.5; 4.47; 0.481
   12859; 12871;02 45 27.45;-63 42 16.3; 5.73; 0.932
   12864; 12876;02 45 32.53;-67 37 00.2; 4.83; 0.058
   13043; 13055;02 47 47.63;+81 26 55.2; 5.80; 1.300
   13049; 13061;02 47 54.44;+29 14 50.7; 4.52; 1.112
   13096; 13108;02 48 32.06;+18 17 01.9; 5.83; 1.216
   13109; 13121;02 48 45.87;+25 11 17.1; 5.89;-0.033
   13129; 13141;02 49 01.37;-62 48 23.7; 5.25; 0.101
   13135; 13147;02 49 05.36;-32 24 22.6; 4.45; 0.981
   13153; 13165;02 49 17.56;+17 27 51.6; 5.26;-0.066
   13190; 13202;02 49 54.15;-27 56 31.3; 5.39; 0.013
   13197; 13209;02 49 58.99;+27 15 38.8; 3.61;-0.100
   13213; 13225;02 50 14.75;-35 50 37.3; 5.92; 0.899
   13232; 13244;02 50 28.54;-75 04 00.8; 4.76; 1.337
   13243; 13254;02 50 34.91;+38 19 08.1; 4.22; 0.343
   13253; 13265;02 50 40.40;-35 40 32.6; 5.48; 1.259
   13256; 13268;02 50 41.79;+55 53 43.9; 3.77; 1.690
   13276; 13288;02 51 02.35;-21 00 14.3; 4.76; 0.906
   13315; 13327;02 51 29.57;+15 04 55.7; 5.52;-0.099
   13316; 13328;02 51 30.83;+35 03 35.6; 4.56; 1.554
   13327; 13339;02 51 41.75;+46 50 31.2; 5.86; 0.903
   13355; 13367;02 51 58.75;+68 53 18.7; 5.94; 0.700
   13461; 13473;02 53 34.35;-38 26 13.5; 5.93; 0.437
   13467; 13479;02 53 35.27;-22 22 34.0; 5.93; 1.041
   13478; 13490;02 53 42.58;+38 20 15.6; 5.34; 0.423
   13519; 13531;02 54 15.46;+52 45 45.0; 3.93; 0.758
   13642; 13654;02 55 48.50;+18 19 54.0; 5.76; 1.452
   13653; 13665;02 55 56.74;+61 31 15.8; 5.59; 0.445
   13667; 13679;02 56 13.73;+08 22 54.4; 5.97; 0.478
   13689; 13701;02 56 25.60;-08 53 51.4; 3.89; 1.088
   13690; 13702;02 56 25.98;+18 01 25.1; 5.58; 0.471
   13705; 13717;02 56 37.45;-03 42 44.0; 5.16; 0.084
   13763; 13775;02 57 17.28;+31 56 03.5; 5.10;-0.007
   13770; 13782;02 57 23.70;-23 51 43.5; 5.44; 0.238
   13822; 13834;02 58 05.08;+20 40 07.7; 5.80; 0.415
   13823; 13835;02 58 05.69;-23 36 22.1; 5.82; 1.334
   13835; 13847;02 58 15.72;-40 18 17.0; 2.88; 0.128
   13862; 13874;02 58 42.09;-02 46 57.8; 5.22; 0.014
   13867; 13879;02 58 45.65;+39 39 46.2; 4.68; 0.065
   13872; 13884;02 58 47.77;-64 04 16.7; 4.98; 0.126
   13893; 13905;02 59 03.71;+35 10 59.2; 4.94; 1.235
   13902; 13914;02 59 12.73;+21 20 25.6; 4.63; 0.048
   13930; 13942;02 59 36.07;-25 16 27.6; 5.69; 0.427
   13936; 13949;02 59 39.87;+41 01 59.0; 5.89; 1.445
   13939; 13951;02 59 41.16;-02 27 53.6; 5.56;-0.072
   13942; 13954;02 59 42.90;+08 54 26.6; 4.71;-0.109
   13953; 13965;02 59 49.78;+47 13 14.3; 5.47; 0.869
   14024; 14036;03 00 44.09;+10 52 13.7; 5.93; 1.593
   14031; 14043;03 00 52.18;+52 21 06.5; 5.24;-0.049
   14048; 14060;03 01 09.97;-07 39 46.2; 5.75; 1.043
   14074; 14086;03 01 37.45;-28 05 25.7; 5.88; 0.794
   14097; 14109;03 01 54.15;+26 27 44.4; 5.91; 0.141
   14098; 14110;03 01 56.09;-09 57 41.0; 5.84; 1.092
   14119; 14131;03 02 15.40;-71 54 09.0; 5.51;-0.125
   14122; 14135;03 02 16.78;+04 05 23.7; 2.54; 1.630
   14131; 14143;03 02 22.51;+04 21 10.3; 5.62;-0.107
   14134; 14146;03 02 23.59;-23 37 27.6; 4.08; 0.163
   14156; 14168;03 02 42.26;-07 41 07.7; 5.32; 0.941
   14175; 14187;03 02 55.84;-46 58 30.2; 5.81; 1.304
   14228; 14240;03 03 36.90;-59 44 15.4; 5.12; 0.349
   14281; 14293;03 04 16.48;-07 36 03.2; 5.26; 0.193
   14316; 14328;03 04 47.79;+53 30 23.2; 2.91; 0.716
   14342; 14354;03 05 10.50;+38 50 25.9; 3.32; 1.528
   14364; 14376;03 05 26.69;+25 15 18.7; 5.45;-0.031
   14370; 14382;03 05 32.43;+56 42 20.0; 4.77; 1.018
   14405; 14417;03 06 07.95;+79 25 06.6; 5.49; 1.569
   14427; 14439;03 06 23.69;+13 11 14.6; 5.64; 1.087
   14444; 14456;03 06 33.49;-06 05 18.8; 5.23; 1.575
   14490; 14502;03 07 19.02;+64 03 27.4; 5.89;-0.020
   14509; 14521;03 07 31.90;-78 59 21.9; 5.67; 0.298
   14564; 14576;03 08 10.13;+40 57 20.3; 2.09;-0.003
   14620; 14632;03 09 02.88;+49 36 48.6; 4.05; 0.595
   14656; 14668;03 09 29.63;+44 51 28.4; 3.79; 0.980
   14665; 14677;03 09 36.73;+29 04 37.6; 5.74; 0.115
   14752; 14764;03 10 38.78;+11 52 21.7; 5.97;-0.061
   14805; 14817;03 11 17.40;+39 36 41.7; 4.61; 1.115
   14826; 14838;03 11 37.67;+19 43 36.1; 4.35; 1.033
   14832; 14844;03 11 42.85;+81 28 14.6; 5.92; 0.149
   14850; 14862;03 11 56.24;+74 23 37.9; 4.85; 0.035
   14867; 14879;03 12 04.28;-28 59 20.8; 3.80; 0.543
   14881; 14893;03 12 14.24;+27 15 25.2; 5.78;-0.106
   14901; 14913;03 12 25.68;-44 25 10.8; 5.92; 0.440
   14903; 14915;03 12 26.37;+06 39 39.2; 5.55; 1.011
   14918; 14930;03 12 33.14;-57 19 17.7; 5.71; 2.419
   14942; 14954;03 12 46.32;-01 11 45.4; 5.07; 0.575
   14992; 15004;03 13 23.86;+48 10 37.2; 5.93; 0.972
   15097; 15110;03 14 54.11;+21 02 40.7; 4.87;-0.007
   15141; 15154;03 15 20.45;+30 33 24.0; 5.61; 0.012
   15179; 15192;03 15 47.97;+57 08 26.3; 5.79; 0.644
   15184; 15197;03 15 50.03;-08 49 11.4; 4.80; 0.232
   15188; 15201;03 15 57.36;-77 23 19.0; 5.51; 0.438
   15206; 15219;03 16 12.20;+50 56 15.8; 5.04; 1.107
   15228; 15241;03 16 35.19;+32 11 03.2; 5.98; 0.988
   15292; 15305;03 17 26.60;-47 45 06.3; 5.84; 1.228
   15318; 15330;03 17 44.47;-62 34 36.8; 5.53; 0.641
   15321; 15334;03 17 45.74;+39 17 00.3; 5.97; 0.056
   15325; 15338;03 17 47.33;+44 01 30.3; 5.49;-0.060
   15344; 15357;03 18 02.49;-28 47 49.3; 5.93; 0.337
   15358; 15371;03 18 11.14;-62 30 28.6; 5.24; 0.600
   15369; 15382;03 18 22.10;-22 30 40.1; 4.86; 0.904
   15370; 15383;03 18 22.28;-00 55 48.5; 5.62; 1.050
   15391; 15404;03 18 37.72;+50 13 20.0; 5.16;-0.073
   15398; 15411;03 18 41.07;-18 33 34.7; 5.72; 0.381
   15403; 15416;03 18 43.82;+34 13 21.6; 4.85; 1.491
   15430; 15444;03 19 07.62;+50 05 42.1; 5.05;-0.067
   15444; 15457;03 19 21.54;+03 22 11.9; 4.84; 0.681
   15461; 15474;03 19 30.97;-21 45 28.6; 3.70; 1.614
   15466; 15479;03 19 34.90;-24 07 22.2; 5.63; 1.663
   15496; 15510;03 19 53.22;-43 04 17.6; 4.26; 0.711
   15500; 15514;03 19 55.81;+27 04 16.7; 5.91; 0.860
   15506; 15520;03 19 59.26;+65 39 08.4; 4.74;-0.108
   15533; 15547;03 20 19.58;+77 44 05.6; 5.44; 0.211
   15535; 15549;03 20 20.37;+29 02 54.6; 4.47; 1.555
   15605; 15619;03 21 06.77;+03 40 32.5; 5.70; 0.964
   15613; 15627;03 21 13.61;+21 08 49.7; 5.27;-0.067
   15629; 15643;03 21 24.03;-23 38 06.3; 5.50; 0.885
   15634; 15648;03 21 26.61;+43 19 46.7; 4.96; 0.051
   15655; 15669;03 21 52.37;+49 04 15.8; 5.94; 0.468
   15682; 15696;03 22 11.89;+27 36 27.3; 5.55; 1.100
   15723; 15737;03 22 45.27;+20 44 31.6; 5.10; 1.231
   15756; 15770;03 23 13.18;+49 12 48.0; 5.32;-0.076
   15847; 15861;03 24 18.46;+24 43 27.1; 5.50; 1.190
   15849; 15863;03 24 19.35;+49 51 40.5; 1.79; 0.481
   15862; 15876;03 24 29.68;+33 32 09.7; 5.78;-0.001
   15876; 15890;03 24 40.56;+64 35 09.6; 5.13; 2.038
   15886; 15900;03 24 48.84;+09 01 44.6; 3.61; 0.887
   15954; 15968;03 25 36.25;-69 20 11.7; 5.96; 0.415
   16015; 16029;03 26 22.52;-27 19 03.4; 5.93; 0.934
   16069; 16083;03 27 10.12;+09 43 58.0; 3.73;-0.082
   16098; 16112;03 27 33.37;-35 40 52.8; 5.71; 1.284
   16128; 16142;03 28 00.95;-11 17 11.4; 5.74; 1.102
   16133; 16147;03 28 03.05;+49 03 46.6; 4.99;-0.091
   16154; 16168;03 28 20.68;+33 48 27.7; 5.72; 0.048
   16195; 16210;03 28 52.31;+49 50 54.4; 5.58;-0.054
   16214; 16228;03 29 04.13;+59 56 25.2; 4.21; 0.419
   16230; 16244;03 29 22.03;+49 30 32.5; 4.67;-0.096
   16231; 16245;03 29 22.19;-62 56 18.4; 4.71; 0.410
   16249; 16263;03 29 36.02;-12 40 29.1; 5.57; 0.171
   16268; 16281;03 29 54.75;+58 52 43.5; 4.55; 0.489
   16271; 16285;03 29 55.19;-42 38 03.3; 5.76; 0.205
   16276; 16290;03 29 58.93;-78 21 06.4; 5.68; 0.932
   16278; 16292;03 30 00.23;+55 27 06.6; 5.09; 0.022
   16308; 16322;03 30 24.48;+11 20 11.3; 5.14;-0.041
   16321; 16335;03 30 34.48;+47 59 42.6; 4.36; 1.367
   16325; 16339;03 30 36.90;-47 22 30.6; 5.98; 0.116
   16326; 16340;03 30 36.93;+48 06 13.2; 5.82;-0.033
   16327; 16341;03 30 37.05;-05 04 30.6; 4.74;-0.092
   16344; 16358;03 30 45.40;+06 11 19.5; 5.93; 0.953
   16354; 16368;03 30 51.68;-66 29 23.0; 5.81;-0.055
   16355; 16369;03 30 52.37;+12 56 12.1; 4.14; 1.112
   16456; 16470;03 32 08.58;+48 01 24.7; 5.47;-0.101
   16476; 16489;03 32 19.72;+84 54 40.9; 5.62; 0.894
   16485; 16499;03 32 26.30;+46 03 25.4; 5.30; 0.398
   16495; 16509;03 32 34.72;-50 22 43.9; 5.67; 1.101
   16497; 16511;03 32 35.93;+09 22 24.8; 5.76;-0.072
   16504; 16518;03 32 40.02;+35 27 42.2; 5.91;-0.084
   16523; 16537;03 32 56.42;-09 27 29.9; 3.72; 0.881
   16577; 16591;03 33 35.02;+39 53 58.5; 5.79; 0.139
   16585; 16599;03 33 39.10;+54 58 29.5; 5.98; 0.114
   16597; 16611;03 33 47.25;-21 37 58.1; 4.26;-0.106
   16650; 16664;03 34 26.62;+24 27 52.1; 5.95; 0.123
   16766; 16780;03 35 57.65;-11 11 38.3; 5.56; 0.915
   16789; 16803;03 36 17.39;-17 28 01.3; 5.24;-0.117
   16812; 16826;03 36 29.36;+48 11 33.7; 4.32;-0.058
   16832; 16846;03 36 47.31;+00 35 17.4; 5.82; 0.885
   16838; 16852;03 36 52.52;+00 24 10.2; 4.29; 0.575
   16856; 16870;03 37 05.68;-40 16 28.2; 4.57; 1.023
   16975; 16989;03 38 29.25;-07 23 30.2; 5.86; 0.980
   17013; 17027;03 39 01.13;-05 37 32.5; 5.97; 0.921
   17089; 17103;03 39 51.14;+03 03 24.6; 5.55; 0.931
   17153; 17167;03 40 38.33;-05 12 38.5; 5.53;-0.145
   17189; 17203;03 41 07.84;+37 34 49.0; 5.55;-0.062
   17282; 17296;03 42 09.35;+63 13 00.3; 5.06; 1.651
   17290; 17304;03 42 14.90;-31 56 18.2; 4.99;-0.159
   17295; 17309;03 42 18.94;+19 42 01.0; 5.68;-0.016
   17299; 17313;03 42 22.64;+33 57 54.1; 4.97;-0.048
   17328; 17342;03 42 42.73;+59 58 09.8; 5.74; 1.736
   17337; 17351;03 42 50.12;-37 18 48.0; 4.59; 1.191
   17344; 17358;03 42 55.48;+47 47 15.6; 3.01;-0.125
   17364; 17378;03 43 14.96;-09 45 54.7; 3.52; 0.915
   17381; 17395;03 43 33.84;-10 29 08.2; 5.59; 0.216
   17426; 17440;03 44 11.55;-64 48 25.5; 3.84; 1.133
   17434; 17448;03 44 19.13;+32 17 17.8; 3.84; 0.022
   17443; 17457;03 44 30.51;-01 09 47.1; 5.24;-0.088
   17446; 17460;03 44 31.40;+36 27 36.7; 5.60; 0.062
   17475; 17489;03 44 48.20;+24 17 22.5; 5.45;-0.034
   17485; 17499;03 44 52.52;+24 06 48.4; 3.72;-0.105
   17492; 17506;03 44 56.46;-00 17 48.2; 5.56; 1.411
   17513; 17527;03 45 09.73;+24 50 21.7; 5.66;-0.064
   17515; 17529;03 45 11.64;+42 34 42.8; 3.77; 0.425
   17517; 17531;03 45 12.48;+24 28 02.6; 4.30;-0.110
   17520; 17534;03 45 15.88;-47 21 34.0; 5.72; 0.961
   17549; 17563;03 45 40.43;+06 03 00.1; 5.34;-0.099
   17560; 17573;03 45 49.59;+24 22 04.3; 3.87;-0.063
   17565; 17579;03 45 54.46;+24 33 16.6; 5.76;-0.036
   17570; 17584;03 45 59.25;+45 40 55.0; 5.66;-0.080
   17571; 17585;03 46 00.82;+67 12 06.8; 5.79; 0.347
   17573; 17587;03 46 02.33;+63 20 42.2; 4.78; 0.747
   17579; 17593;03 46 08.50;-12 06 06.2; 4.43; 1.604
   17581; 17595;03 46 09.36;+06 48 13.2; 5.91; 0.992
   17594; 17608;03 46 19.56;+23 56 54.5; 4.14;-0.051
   17604; 17618;03 46 27.42;-29 20 17.4; 5.91; 0.110
   17637; 17651;03 46 50.99;-23 14 54.4; 4.22; 0.434
   17665; 17678;03 47 14.23;-74 14 21.3; 3.26; 1.590
   17689; 17702;03 47 29.06;+24 06 18.9; 2.85;-0.086
   17703; 17717;03 47 39.62;-23 52 29.3; 5.24; 0.075
   17724; 17738;03 47 56.02;-30 10 02.4; 5.52; 0.973
   17757; 17771;03 48 16.25;+11 08 36.1; 5.08;-0.125
   17762; 17776;03 48 20.80;+23 25 16.9; 5.44;-0.067
   17783; 17798;03 48 35.72;-20 54 10.6; 5.81; 1.602
   17785; 17797;03 48 35.82;-37 37 12.5; 4.30;-0.038
   17791; 17805;03 48 38.92;+00 13 40.3; 5.91; 1.224
   17832; 17846;03 49 08.12;+43 57 46.9; 5.95; 0.279
   17833; 17847;03 49 09.73;+24 03 12.7; 3.62;-0.070
   17837; 17851;03 49 11.20;+24 08 12.6; 5.05;-0.082
   17840; 17854;03 49 13.70;+70 52 16.3; 5.40; 0.096
   17861; 17874;03 49 27.28;-36 12 00.4; 4.17; 0.927
   17870; 17884;03 49 31.29;+65 31 33.6; 4.39; 1.870
   17872; 17886;03 49 32.70;+33 05 29.0; 5.14; 0.057
   17877; 17891;03 49 36.62;+63 17 49.6; 5.82; 0.189
   17918; 17932;03 50 04.45;+44 58 04.5; 5.65; 0.779
   17940; 17954;03 50 18.91;+25 34 46.7; 5.24; 0.231
   17945; 17959;03 50 21.48;+71 19 56.5; 4.59; 0.064
   18067; 18081;03 51 53.72;+34 21 32.9; 5.78;-0.036
   18075; 18089;03 52 00.22;+06 32 05.7; 5.66; 0.046
   18127; 18141;03 52 41.65;-05 21 40.5; 5.48;-0.090
   18156; 18170;03 53 09.96;+17 19 37.8; 5.97; 0.354
   18184; 18199;03 53 33.30;-46 53 36.9; 5.93; 1.220
   18196; 18212;03 53 38.67;+48 39 02.0; 5.76; 1.040
   18197; 18213;03 53 38.92;-34 43 56.3; 5.11;-0.133
   18200; 18216;03 53 42.68;-24 36 44.0; 4.64;-0.136
   18201; 18217;03 53 43.19;+57 58 31.3; 5.80; 0.182
   18230; 18246;03 54 07.92;+31 53 01.2; 2.84; 0.271
   18239; 18255;03 54 17.49;-02 57 17.0; 4.46; 0.672
   18246; 18262;03 54 23.18;-40 21 25.3; 5.70; 0.599
   18323; 18339;03 55 16.17;-12 05 56.6; 5.99; 0.323
   18380; 18396;03 55 58.16;+47 52 17.3; 5.39;-0.073
   18418; 18434;03 56 28.69;+35 04 51.3; 5.49;-0.058
   18436; 18453;03 56 36.44;+50 41 44.5; 5.28; 0.425
   18455; 18471;03 56 52.03;+22 28 41.7; 5.62; 0.345
   18472; 18488;03 57 08.29;+61 06 32.1; 4.99; 1.435
   18489; 18505;03 57 25.44;+63 04 20.1; 4.95;-0.074
   18516; 18532;03 57 51.22;+40 00 37.0; 2.90;-0.199
   18528; 18543;03 58 01.73;-13 30 29.7; 2.97; 1.588
   18581; 18597;03 58 44.74;-61 24 00.5; 4.56; 1.590
   18590; 18606;03 58 52.42;-05 28 10.3; 5.85; 1.001
   18598; 18614;03 58 57.90;+35 47 27.7; 3.98; 0.016
   18631; 18647;03 59 30.13;-12 34 27.6; 5.61; 1.479
   18657; 18673;03 59 55.48;-24 00 58.5; 4.62;-0.121
   18707; 18723;04 00 40.62;-30 29 26.6; 5.93; 0.036
   18708; 18724;04 00 40.82;+12 29 25.4; 3.41;-0.099
   18719; 18735;04 00 48.69;+18 11 38.6; 5.89; 0.319
   18728; 18744;04 00 53.81;-62 09 33.7; 4.48; 1.500
   18756; 18772;04 01 18.07;-61 04 44.6; 4.97; 1.386
   18772; 18788;04 01 32.03;-01 32 58.7; 5.28;-0.133
   18789; 18805;04 01 46.13;+09 59 52.9; 5.67; 0.005
   18844; 18859;04 02 36.66;-00 16 05.9; 5.38; 0.516
   18891; 18907;04 03 09.38;+05 59 21.5; 3.91; 0.032
   18941; 18957;04 03 44.60;+05 26 08.3; 5.32;-0.080
   18959; 18975;04 03 56.51;+08 11 49.9; 5.45; 0.371
   18977; 18993;04 04 09.79;+02 49 38.1; 5.36; 0.505
   18992; 19009;04 04 21.67;+24 06 21.7; 5.46; 0.813
   18994; 19011;04 04 22.71;-12 47 32.4; 5.62; 1.062
   19001; 19018;04 04 27.16;+59 09 19.8; 5.00; 0.495
